question|context|answer|sql_generado
What are the birthdays of people in ascending order of height?|CREATE TABLE People (Birth_Date VARCHAR, Height VARCHAR)|SELECT Birth_Date FROM People ORDER BY Height|SELECT Birth_Date FROM People ORDER BY Height
What are the names of body builders?|CREATE TABLE body_builder (People_ID VARCHAR); CREATE TABLE people (Name VARCHAR, People_ID VARCHAR)|SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID|SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID
What are the names of body builders whose total score is higher than 300?|CREATE TABLE people (Name VARCHAR, People_ID VARCHAR); CREATE TABLE body_builder (People_ID VARCHAR, Total INTEGER)|SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID WHERE T1.Total > 300|SELECT T1.Name FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID WHERE T2.Total > 300
What is the name of the body builder with the greatest body weight?|CREATE TABLE body_builder (People_ID VARCHAR); CREATE TABLE people (Name VARCHAR, People_ID VARCHAR, Weight VARCHAR)|SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID ORDER BY T2.Weight DESC LIMIT 1|SELECT T2.Name FROM people AS T2 JOIN body_builder AS T1 ON T1.People_ID = T2.People_ID ORDER BY T2.Weight DESC LIMIT 1
What are the birth date and birth place of the body builder with the highest total points?|CREATE TABLE body_builder (People_ID VARCHAR, Total VARCHAR); CREATE TABLE people (Birth_Date VARCHAR, Birth_Place VARCHAR, People_ID VARCHAR)|SELECT T2.Birth_Date, T2.Birth_Place FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID ORDER BY T1.Total DESC LIMIT 1|SELECT T2.Birth_Date, T2.Birth_Place FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID ORDER BY CAST(REPLACE(T1.Total, ',', '') AS DECIMAL) DESC LIMIT 1
What are the heights of body builders with total score smaller than 315?|CREATE TABLE people (Height VARCHAR, People_ID VARCHAR); CREATE TABLE body_builder (People_ID VARCHAR, Total INTEGER)|SELECT T2.Height FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID WHERE T1.Total < 315|SELECT T1.Height FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID WHERE T2.Total < 315
What is the average total score of body builders with height bigger than 200?|CREATE TABLE people (People_ID VARCHAR, Height INTEGER); CREATE TABLE body_builder (Total INTEGER, People_ID VARCHAR)|SELECT AVG(T1.Total) FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID WHERE T2.Height > 200|SELECT AVG(T2.Total) FROM people AS T1 JOIN body_builder AS T2 ON T1.People_ID = T2.People_ID WHERE T1.Height > 200
What are the names of body builders in descending order of total scores?|CREATE TABLE body_builder (People_ID VARCHAR, Total VARCHAR); CREATE TABLE people (Name VARCHAR, People_ID VARCHAR)|SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID ORDER BY T1.Total DESC|SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID ORDER BY T1.Total DESC
List each birth place along with the number of people from there.|CREATE TABLE people (Birth_Place VARCHAR)|SELECT Birth_Place, COUNT(*) FROM people GROUP BY Birth_Place|SELECT Birth_Place, COUNT(*) FROM people GROUP BY Birth_Place
What is the most common birth place of people?|CREATE TABLE people (Birth_Place VARCHAR)|SELECT Birth_Place FROM people GROUP BY Birth_Place ORDER BY COUNT(*) DESC LIMIT 1|SELECT Birth_Place FROM people GROUP BY Birth_Place ORDER BY COUNT(*) DESC LIMIT 1
What are the birth places that are shared by at least two people?|CREATE TABLE people (Birth_Place VARCHAR)|SELECT Birth_Place FROM people GROUP BY Birth_Place HAVING COUNT(*) >= 2|SELECT Birth_Place FROM people GROUP BY Birth_Place HAVING COUNT(*) >= 2
List the height and weight of people in descending order of height.|CREATE TABLE people (Height VARCHAR, Weight VARCHAR)|SELECT Height, Weight FROM people ORDER BY Height DESC|SELECT Height, Weight FROM people ORDER BY Height DESC
Show all information about each body builder.|CREATE TABLE body_builder (Id VARCHAR)|SELECT * FROM body_builder|SELECT * FROM body_builder
List the names and origins of people who are not body builders.|CREATE TABLE people (Name VARCHAR, birth_place VARCHAR, people_id VARCHAR); CREATE TABLE body_builder (people_id VARCHAR); CREATE TABLE people (Name VARCHAR, birth_place VARCHAR)|SELECT Name, birth_place FROM people EXCEPT SELECT T1.Name, T1.birth_place FROM people AS T1 JOIN body_builder AS T2 ON T1.people_id = T2.people_id|SELECT T1.Name, T1.birth_place FROM people AS T1 LEFT JOIN body_builder AS T2 ON T1.people_id = T2.people_id WHERE T2.people_id IS NULL
How many distinct birth places are there?|CREATE TABLE people (Birth_Place VARCHAR)|SELECT COUNT(DISTINCT Birth_Place) FROM people|SELECT COUNT(DISTINCT Birth_Place) FROM people
How many persons are not body builders?|CREATE TABLE body_builder (people_id VARCHAR, People_ID VARCHAR); CREATE TABLE people (people_id VARCHAR, People_ID VARCHAR)|SELECT COUNT(*) FROM people WHERE NOT people_id IN (SELECT People_ID FROM body_builder)|SELECT COUNT(T1.people_id) FROM people AS T1 LEFT JOIN body_builder AS T2 ON T1.people_id = T2.People_ID WHERE T2.People_ID IS NULL
List the weight of the body builders who have snatch score higher than 140 or have the height greater than 200.|CREATE TABLE people (weight VARCHAR, people_id VARCHAR, height VARCHAR); CREATE TABLE body_builder (people_id VARCHAR, snatch VARCHAR)|SELECT T2.weight FROM body_builder AS T1 JOIN people AS T2 ON T1.people_id = T2.people_id WHERE T1.snatch > 140 OR T2.height > 200|SELECT T1.weight FROM people AS T1 JOIN body_builder AS T2 ON T1.people_id = T2.people_id WHERE T2.snatch > 140 OR T1.height > 200
"What are the total scores of the body builders whose birthday contains the string ""January"" ?"|CREATE TABLE people (people_id VARCHAR, Birth_Date VARCHAR); CREATE TABLE body_builder (total VARCHAR, people_id VARCHAR)|"SELECT T1.total FROM body_builder AS T1 JOIN people AS T2 ON T1.people_id = T2.people_id WHERE T2.Birth_Date LIKE ""%January%"""|SELECT SUM(T2.total) FROM people AS T1 JOIN body_builder AS T2 ON T1.people_id = T2.people_id WHERE T1.Birth_Date LIKE '%January%'
What is the minimum snatch score?|CREATE TABLE body_builder (snatch INTEGER)|SELECT MIN(snatch) FROM body_builder|SELECT MIN(snatch) FROM body_builder
How many elections are there?|CREATE TABLE election (Id VARCHAR)|SELECT COUNT(*) FROM election|SELECT COUNT(*) FROM election
List the votes of elections in descending order.|CREATE TABLE election (Votes VARCHAR)|SELECT Votes FROM election ORDER BY Votes DESC|SELECT Votes FROM election ORDER BY Votes DESC
List the dates and vote percents of elections.|CREATE TABLE election (Date VARCHAR, Vote_Percent VARCHAR)|SELECT Date, Vote_Percent FROM election|SELECT Date, Vote_Percent FROM election
What are the minimum and maximum vote percents of elections?|CREATE TABLE election (Vote_Percent INTEGER)|SELECT MIN(Vote_Percent), MAX(Vote_Percent) FROM election|SELECT MIN(Vote_Percent), MAX(Vote_Percent) FROM election
What are the names and parties of representatives?|CREATE TABLE representative (Name VARCHAR, Party VARCHAR)|SELECT Name, Party FROM representative|SELECT Name, Party FROM representative
"What are the names of representatives whose party is not ""Republican""?"|CREATE TABLE Representative (Name VARCHAR, Party VARCHAR)|"SELECT Name FROM Representative WHERE Party <> ""Republican"""|SELECT Name FROM Representative WHERE Party <> 'Republican'
What are the life spans of representatives from New York state or Indiana state?|CREATE TABLE representative (Lifespan VARCHAR, State VARCHAR)|"SELECT Lifespan FROM representative WHERE State = ""New York"" OR State = ""Indiana"""|SELECT Lifespan FROM representative WHERE State = 'New York' OR State = 'Indiana'
What are the names of representatives and the dates of elections they participated in.|CREATE TABLE election (Date VARCHAR, Representative_ID VARCHAR); CREATE TABLE representative (Name VARCHAR, Representative_ID VARCHAR)|SELECT T2.Name, T1.Date FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID|SELECT T2.Name, T1.Date FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID
What are the names of representatives with more than 10000 votes in election?|CREATE TABLE representative (Name VARCHAR, Representative_ID VARCHAR); CREATE TABLE election (Representative_ID VARCHAR)|SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE Votes > 10000|SELECT Name FROM representative AS T1 JOIN election AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE T2.Representative_ID IN (SELECT Representative_ID FROM election GROUP BY Representative_ID HAVING COUNT(*) > 10000)
What are the names of representatives in descending order of votes?|CREATE TABLE representative (Name VARCHAR, Representative_ID VARCHAR); CREATE TABLE election (Representative_ID VARCHAR)|SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID ORDER BY votes DESC|SELECT Name FROM representative ORDER BY Name DESC
What is the party of the representative that has the smallest number of votes.|CREATE TABLE representative (Party VARCHAR, Representative_ID VARCHAR); CREATE TABLE election (Representative_ID VARCHAR)|SELECT T2.Party FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID ORDER BY votes LIMIT 1|SELECT T1.Party FROM representative AS T1 JOIN election AS T2 ON T1.Representative_ID = T2.Representative_ID GROUP BY T1.Party ORDER BY COUNT(*) ASC LIMIT 1
What are the lifespans of representatives in descending order of vote percent?|CREATE TABLE election (Representative_ID VARCHAR); CREATE TABLE representative (Lifespan VARCHAR, Representative_ID VARCHAR)|SELECT T2.Lifespan FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID ORDER BY Vote_Percent DESC|SELECT T1.Lifespan FROM representative AS T1 ORDER BY T1.Representative_ID DESC
"What is the average number of votes of representatives from party ""Republican""?"|CREATE TABLE election (Votes INTEGER, Representative_ID VARCHAR); CREATE TABLE representative (Representative_ID VARCHAR, Party VARCHAR)|"SELECT AVG(T1.Votes) FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE T2.Party = ""Republican"""|SELECT AVG(T1.Votes) FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE T2.Party = 'Republican'
What are the different parties of representative? Show the party name and the number of representatives in each party.|CREATE TABLE representative (Party VARCHAR)|SELECT Party, COUNT(*) FROM representative GROUP BY Party|SELECT Party, COUNT(*) FROM representative GROUP BY Party
What is the party that has the largest number of representatives?|CREATE TABLE representative (Party VARCHAR)|SELECT Party, COUNT(*) FROM representative GROUP BY Party ORDER BY COUNT(*) DESC LIMIT 1|SELECT Party FROM representative GROUP BY Party ORDER BY COUNT(*) DESC LIMIT 1
What parties have at least three representatives?|CREATE TABLE representative (Party VARCHAR)|SELECT Party FROM representative GROUP BY Party HAVING COUNT(*) >= 3|SELECT Party FROM representative GROUP BY Party HAVING COUNT(*) >= 3
What states have at least two representatives?|CREATE TABLE representative (State VARCHAR)|SELECT State FROM representative GROUP BY State HAVING COUNT(*) >= 2|SELECT State FROM representative GROUP BY State HAVING COUNT(*) >= 2
List the names of representatives that have not participated in elections listed here.|CREATE TABLE election (Name VARCHAR, Representative_ID VARCHAR); CREATE TABLE representative (Name VARCHAR, Representative_ID VARCHAR)|SELECT Name FROM representative WHERE NOT Representative_ID IN (SELECT Representative_ID FROM election)|SELECT T1.Name FROM representative AS T1 LEFT JOIN election AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE T2.Representative_ID IS NULL
Show the parties that have both representatives in New York state and representatives in Pennsylvania state.|CREATE TABLE representative (Party VARCHAR, State VARCHAR)|"SELECT Party FROM representative WHERE State = ""New York"" INTERSECT SELECT Party FROM representative WHERE State = ""Pennsylvania"""|SELECT Party FROM representative WHERE State = 'New York' INTERSECT SELECT Party FROM representative WHERE State = 'Pennsylvania'
How many distinct parties are there for representatives?|CREATE TABLE representative (Party VARCHAR)|SELECT COUNT(DISTINCT Party) FROM representative|SELECT COUNT(DISTINCT Party) FROM representative
How many apartment bookings are there in total?|CREATE TABLE Apartment_Bookings (Id VARCHAR)|SELECT COUNT(*) FROM Apartment_Bookings|SELECT COUNT(*) FROM Apartment_Bookings
Show the start dates and end dates of all the apartment bookings.|CREATE TABLE Apartment_Bookings (booking_start_date VARCHAR, booking_end_date VARCHAR)|SELECT booking_start_date, booking_end_date FROM Apartment_Bookings|SELECT booking_start_date, booking_end_date FROM Apartment_Bookings
Show all distinct building descriptions.|CREATE TABLE Apartment_Buildings (building_description VARCHAR)|SELECT DISTINCT building_description FROM Apartment_Buildings|SELECT DISTINCT building_description FROM Apartment_Buildings
"Show the short names of the buildings managed by ""Emma""."|CREATE TABLE Apartment_Buildings (building_short_name VARCHAR, building_manager VARCHAR)|"SELECT building_short_name FROM Apartment_Buildings WHERE building_manager = ""Emma"""|SELECT building_short_name FROM Apartment_Buildings WHERE building_manager = 'Emma'
"Show the addresses and phones of all the buildings managed by ""Brenden""."|CREATE TABLE Apartment_Buildings (building_address VARCHAR, building_phone VARCHAR, building_manager VARCHAR)|"SELECT building_address, building_phone FROM Apartment_Buildings WHERE building_manager = ""Brenden"""|SELECT building_address, building_phone FROM Apartment_Buildings WHERE building_manager = 'Brenden'
"What are the building full names that contain the word ""court""?"|CREATE TABLE Apartment_Buildings (building_full_name VARCHAR)|"SELECT building_full_name FROM Apartment_Buildings WHERE building_full_name LIKE ""%court%"""|SELECT building_full_name FROM Apartment_Buildings WHERE building_full_name LIKE '%court%'
What is the minimum and maximum number of bathrooms of all the apartments?|CREATE TABLE Apartments (bathroom_count INTEGER)|SELECT MIN(bathroom_count), MAX(bathroom_count) FROM Apartments|SELECT MIN(bathroom_count), MAX(bathroom_count) FROM Apartments
What is the average number of bedrooms of all apartments?|CREATE TABLE Apartments (bedroom_count INTEGER)|SELECT AVG(bedroom_count) FROM Apartments|SELECT AVG(bedroom_count) FROM Apartments
Return the apartment number and the number of rooms for each apartment.|CREATE TABLE Apartments (apt_number VARCHAR, room_count VARCHAR)|SELECT apt_number, room_count FROM Apartments|SELECT apt_number, room_count FROM Apartments
"What is the average number of rooms of apartments with type code ""Studio""?"|CREATE TABLE Apartments (room_count INTEGER, apt_type_code VARCHAR)|"SELECT AVG(room_count) FROM Apartments WHERE apt_type_code = ""Studio"""|SELECT AVG(room_count) FROM Apartments WHERE apt_type_code = 'Studio'
"Return the apartment numbers of the apartments with type code ""Flat""."|CREATE TABLE Apartments (apt_number VARCHAR, apt_type_code VARCHAR)|"SELECT apt_number FROM Apartments WHERE apt_type_code = ""Flat"""|SELECT apt_number FROM Apartments WHERE apt_type_code = 'Flat'
Return the first names and last names of all guests|CREATE TABLE Guests (guest_first_name VARCHAR, guest_last_name VARCHAR)|SELECT guest_first_name, guest_last_name FROM Guests|SELECT guest_first_name, guest_last_name FROM Guests
"Return the date of birth for all the guests with gender code ""Male""."|CREATE TABLE Guests (date_of_birth VARCHAR, gender_code VARCHAR)|"SELECT date_of_birth FROM Guests WHERE gender_code = ""Male"""|SELECT date_of_birth FROM Guests WHERE gender_code = 'Male'
Show the apartment numbers, start dates, and end dates of all the apartment bookings.|CREATE TABLE Apartment_Bookings (booking_start_date VARCHAR, apt_id VARCHAR); CREATE TABLE Apartments (apt_number VARCHAR, apt_id VARCHAR)|SELECT T2.apt_number, T1.booking_start_date, T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id|SELECT T2.apt_number, T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id
"What are the booking start and end dates of the apartments with type code ""Duplex""?"|CREATE TABLE Apartments (apt_id VARCHAR, apt_type_code VARCHAR); CREATE TABLE Apartment_Bookings (booking_start_date VARCHAR, apt_id VARCHAR)|"SELECT T1.booking_start_date, T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T2.apt_type_code = ""Duplex"""|SELECT T2.booking_start_date FROM Apartments AS T1 JOIN Apartment_Bookings AS T2 ON T1.apt_id = T2.apt_id WHERE T1.apt_type_code = 'Duplex'
